yyyymm,equity_premium,b/m,tbl,ntis,infl,ltr,svar,dp,dy,ep,tms,dfy,dfr
197904,0.044062731,1.041876243,0.0946,0.011631183,0.0114124,-0.0112,0.000646829,-2.96502351,-2.963351515,-2.01795159,-0.0024,0.0095,-0.0008
197905,0.01734875,1.083141804,0.0961,0.014245391,0.0122182,0.0261,0.000924233,-2.929480067,-2.956169562,-1.974648809,-0.0058,0.0097,-0.0011
197906,0.080965762,1.057863607,0.0906,0.012127993,0.0116091,0.0311,0.000571458,-2.958629167,-2.920701952,-1.996227083,-0.0029,0.0109,0.0023
197907,0.051687322,1.052314454,0.0924,0.009737203,0.0105627,-0.0085,0.000707685,-2.956780209,-2.948072723,-1.989552762,-0.0029,0.0109,-0.0004
197908,0.092463501,1.003458648,0.0952,0.011604257,0.0100001,-0.0035,0.000506456,-2.99805293,-2.946335874,-2.02612797,-0.0045,0.0112,-0.0029
197909,0.040623413,1.013794987,0.1026,0.009439171,0.0103488,-0.0122,0.001233085,-2.987714738,-2.987714738,-2.011205146,-0.0099,0.011,-0.0082
197910,-0.027686428,1.091945568,0.117,0.010247528,0.0089127,-0.0841,0.00258934,-2.90820754,-2.979280353,-1.934903376,-0.0136,0.0127,-0.0157
197911,0.083351962,1.083115462,0.1179,0.01081468,0.0092736,0.0311,0.001558374,-2.941586326,-2.899845485,-1.971449225,-0.017,0.0123,-0.0103
197912,0.057614751,1.061950068,0.1204,0.010549299,0.0104942,0.0057,0.000469655,-2.949919972,-2.933291845,-1.982902478,-0.0192,0.0132,-0.013
198001,0.094748878,1.016954958,0.12,0.011297471,0.014252,-0.0741,0.001906401,-2.997134798,-2.941109342,-2.029330796,-0.0086,0.0133,-0.0091
198002,0.03424531,1.03192993,0.1286,0.010827185,0.0136288,-0.0467,0.001897609,-2.984011681,-2.988401118,-2.015428849,-0.01,0.0119,-0.0048
198003,-0.064766013,1.093732103,0.152,0.011877396,0.01428,-0.0315,0.004621872,-2.86799686,-2.975353618,-1.898655757,-0.0281,0.0149,-0.0224
198004,0.082863618,1.05181994,0.132,0.015346805,0.0111965,0.1523,0.002745574,-2.900298939,-2.859982509,-1.946633903,-0.0244,0.0215,-0.0116
198005,0.089991651,1.010048775,0.0858,0.015051823,0.0098483,0.0419,0.001509752,-2.937868826,-2.892350005,-1.999866955,0.0179,0.0218,0.0241
198006,0.071408923,0.990183427,0.0707,0.015304351,0.0109646,0.0359,0.001371067,-2.956592365,-2.929980896,-2.034259319,0.0299,0.0213,0.0351
198007,0.104300065,0.918829919,0.0806,0.020154008,0.0008074,-0.0476,0.001362829,-3.012335193,-2.949324229,-2.103986224,0.0268,0.0158,0.0301
198008,0.046281542,0.921519639,0.0913,0.019949805,0.0064361,-0.0432,0.001708132,-3.010936339,-3.005117842,-2.116566071,0.0227,0.0151,0.0251
198009,0.063545671,0.921687652,0.1027,0.023796048,0.0091799,-0.0262,0.002657407,-3.028628378,-3.003772353,-2.148229474,0.0158,0.0168,0.0175
198010,0.052955369,0.929593614,0.1162,0.022769195,0.0087026,-0.0263,0.002190636,-3.039592272,-3.023698211,-2.160033549,0.0069,0.0192,0.0069
198011,0.128726086,0.865161979,0.1373,0.021949283,0.0090179,0.01,0.002419092,-3.132155077,-3.034686293,-2.253429008,-0.0143,0.0167,-0.0076
198012,-0.002994642,0.891503024,0.1549,0.026816359,0.0085504,0.0352,0.002951487,-3.092811843,-3.12727305,-2.214911001,-0.035,0.0193,-0.0228
198101,-0.012590329,0.907238697,0.1502,0.028695424,0.0080941,-0.0115,0.00159744,-3.039517615,-3.086339329,-2.17350202,-0.0291,0.0222,-0.0221
198102,0.047304735,0.881815757,0.1479,0.030009372,0.0103113,-0.0435,0.001530896,-3.046276088,-3.033086725,-2.192133574,-0.0196,0.0202,-0.0144
198103,0.069407343,0.924920557,0.1336,0.027939341,0.0071929,0.0384,0.002075959,-3.075284905,-3.03988629,-2.233004159,-0.0088,0.0201,-0.0003
198104,0.011321594,0.930593836,0.1369,0.027352052,0.0063922,-0.0518,0.000832009,-3.045727365,-3.069462715,-2.199488262,-0.0037,0.0168,0.0019
198105,0.031563283,0.936223847,0.163,0.028844656,0.0082121,0.0622,0.000921693,-3.038282575,-3.039940451,-2.188137848,-0.0365,0.0163,-0.0198
198106,0.024814265,0.950474982,0.1473,0.027891751,0.0085138,-0.0179,0.000995536,-3.022064825,-3.032527392,-2.168082447,-0.0169,0.0205,-0.0098
198107,0.03329923,0.974966924,0.1495,0.025588709,0.0113617,-0.0353,0.001102994,-3.013094161,-3.015306804,-2.160110273,-0.0125,0.0179,-0.0057
198108,-0.02563397,1.053354056,0.1551,0.026990132,0.0076239,-0.0386,0.001824936,-2.94226909,-3.00637996,-2.09027944,-0.0106,0.0145,-0.0062
198109,-0.012983227,1.092378644,0.147,0.021481775,0.0100757,-0.0145,0.002761243,-2.880266337,-2.935601203,-2.029250593,0.0012,0.0143,0.0079
198110,0.089089753,1.089085684,0.1354,0.01489542,0.0021459,0.0829,0.00207827,-2.922636147,-2.87465786,-2.07526617,0.003,0.0171,0.0186
198111,0.077753949,1.044455443,0.1086,0.015671269,0.0028541,0.141,0.001504011,-2.952997302,-2.917060467,-2.109244141,0.0134,0.0217,0.0336
198112,0.01310928,1.061142857,0.1085,0.011909554,0.002846,-0.0713,0.000905838,-2.916914306,-2.94745103,-2.076752382,0.0249,0.0232,0.0338
198201,0.025906973,1.065893698,0.1228,0.010700384,0.0035461,0.0046,0.002521891,-2.894700048,-2.912399625,-2.071058176,0.0187,0.0192,0.029
198202,-0.016229181,1.126287316,0.1348,0.010505979,0.0031808,0.0182,0.001918265,-2.827746922,-2.890205659,-2.020757362,0.0054,0.0191,0.0179
198203,0.037503332,1.185750574,0.1268,0.005548301,-0.0010591,0.0231,0.001795198,-2.81305351,-2.823272642,-2.022839036,0.0119,0.0224,0.019
198204,0.085002881,1.149983498,0.127,0.002923559,0.0042298,0.0373,0.001246807,-2.847833614,-2.80859916,-2.076580643,0.0078,0.0232,0.0176
198205,0.008811142,1.190423896,0.1209,-0.000958317,0.0098006,0.0034,0.000854807,-2.803449766,-2.843399017,-2.051359057,0.0149,0.0238,0.0217
198206,0.029385807,1.201581417,0.1247,0.001215035,0.0121172,-0.0223,0.001490294,-2.778536491,-2.799034748,-2.045801558,0.0165,0.0211,0.0234
198207,0.029050952,1.206529805,0.1135,-0.01155005,0.0054907,0.0501,0.000958581,-2.75332198,-2.776580989,-2.036993678,0.0217,0.0219,0.0326
198208,0.158126542,1.082424471,0.0868,-0.002855986,0.0020513,0.0781,0.006415949,-2.861099279,-2.751368831,-2.161394421,0.0386,0.0261,0.0503
198209,0.056310764,1.088535565,0.0792,0.000552158,0.0017062,0.0618,0.00213126,-2.86673698,-2.859151398,-2.18386135,0.0391,0.0269,0.0502
198210,0.148271264,0.983745412,0.0771,0.00655928,0.0027239,0.0634,0.006125979,-2.970451374,-2.865763731,-2.311426698,0.0341,0.0261,0.0441
198211,0.077113192,0.938726811,0.0807,0.000959495,-0.0017015,-0.0002,0.005491651,-3.004966346,-2.969480529,-2.370318163,0.0318,0.0262,0.0361
198212,0.056120211,0.932214727,0.0794,0.002990054,-0.0040956,0.0312,0.002490242,-3.019039328,-3.003994986,-2.409337045,0.0301,0.0231,0.0389
198301,0.072332479,0.906944315,0.0786,0.00219181,0.0023911,-0.0309,0.003280873,-3.049698024,-3.017100887,-2.447750112,0.0327,0.0215,0.0393
198302,0.057586626,0.876849239,0.0811,0.00035357,0.0003411,0.0492,0.001911616,-3.066578911,-3.047761884,-2.472425096,0.0249,0.0194,0.039
198303,0.069785055,0.780067786,0.0835,0.005991135,0.0006819,-0.0094,0.001571824,-3.097206812,-3.064647959,-2.510868373,0.0248,0.0188,0.0338
198304,0.106631771,0.71888762,0.0821,0.006624431,0.007132,0.035,0.001423778,-3.16800836,-3.09576068,-2.578561225,0.023,0.0178,0.033
198305,0.022541286,0.734595577,0.0819,0.010427009,0.0053999,-0.0386,0.001084624,-3.154141036,-3.166564317,-2.561611747,0.0293,0.0163,0.0327
198306,0.067745798,0.721382042,0.0879,0.015824868,0.0033602,0.0039,0.001399148,-3.187316753,-3.152699075,-2.591715679,0.024,0.0163,0.0295
198307,0.00078572,0.735061123,0.0908,0.025378493,0.0040174,-0.0486,0.002292858,-3.15086769,-3.184439053,-2.539518229,0.029,0.0124,0.0307
198308,0.045052816,0.724822392,0.0934,0.019473239,0.0033356,0.002,0.001369031,-3.159253566,-3.147998248,-2.532495711,0.0276,0.0113,0.0317
198309,0.043893654,0.714847583,0.09,0.023146297,0.0049826,0.0505,0.001057274,-3.166499237,-3.156392334,-2.524645351,0.0257,0.0118,0.0337
198310,0.019595009,0.719474372,0.0864,0.02471167,0.0026473,-0.0132,0.001115354,-3.146932048,-3.16222268,-2.491226794,0.0324,0.0121,0.0361
198311,0.051528271,0.690819893,0.0876,0.026604817,0.001651,0.0183,0.000836286,-3.159949477,-3.142673702,-2.490690169,0.03,0.012,0.0365
198312,0.025716221,0.700359118,0.09,0.02702469,0.0013188,-0.0059,0.000528107,-3.146835801,-3.155709188,-2.464323247,0.0297,0.0118,0.0357
198401,0.025973426,0.722197644,0.089,0.030706061,0.0055857,0.0244,0.000794619,-3.133354655,-3.142613416,-2.426260247,0.029,0.0145,0.033
198402,-0.002691284,0.763448031,0.0909,0.026669702,0.0045767,-0.0178,0.002019467,-3.089515541,-3.129150023,-2.358628033,0.0308,0.0151,0.0299
198403,0.049592884,0.762475427,0.0952,0.024073449,0.0022805,-0.0156,0.001354587,-3.098736254,-3.085328515,-2.344800612,0.0301,0.0142,0.0305
198404,0.041518544,0.758658979,0.0969,0.022650725,0.0048693,-0.0105,0.00103554,-3.098170201,-3.092719572,-2.329928357,0.0315,0.015,0.0312
198405,-0.02224389,0.803910033,0.0983,0.021480533,0.0029103,-0.0516,0.000933049,-3.030997115,-3.092188127,-2.248812974,0.0398,0.0146,0.0345
198406,0.05571138,0.784351819,0.0987,0.001270617,0.0032237,0.015,0.001675744,-3.042370427,-3.025051981,-2.246602458,0.0387,0.015,0.0368
198407,0.022505783,0.796391938,0.1012,-0.00189618,0.0032134,0.0693,0.000865665,-3.022595932,-3.03918399,-2.222634293,0.0281,0.0171,0.0332
198408,0.135515382,0.72542838,0.1047,-0.003132024,0.004162,0.0266,0.003126833,-3.120468422,-3.019418258,-2.316358417,0.0223,0.0176,0.024
198409,0.031344846,0.736050915,0.1037,-0.009492547,0.0047809,0.0342,0.000943209,-3.113816378,-3.117302168,-2.305599868,0.0198,0.0169,0.0229
198410,0.035586183,0.735642466,0.0974,-0.01352848,0.0025405,0.0561,0.001291861,-3.107003951,-3.107064158,-2.303928641,0.0199,0.0131,0.0289
198411,0.022309562,0.747051996,0.0861,-0.021877207,0,0.0118,0.001020283,-3.085069375,-3.100297018,-2.287098588,0.0308,0.0119,0.0368
198412,0.05945199,0.733098377,0.0806,-0.027196787,0.0006341,0.0091,0.001190055,-3.100534865,-3.078407125,-2.307620471,0.0364,0.0127,0.0407
198501,0.106298779,0.690255446,0.0776,-0.029905005,0.0018999,0.0364,0.001635854,-3.166266315,-3.094797041,-2.384108326,0.0351,0.0118,0.0432
198502,0.042932735,0.691739161,0.0827,-0.024518918,0.0041042,-0.0493,0.000745303,-3.169206938,-3.160559913,-2.397805316,0.0382,0.011,0.0386
198503,0.031496439,0.723645779,0.0852,-0.024815769,0.0044011,0.0307,0.000802261,-3.160604828,-3.163534221,-2.399945419,0.0329,0.0113,0.0404
198504,0.030625936,0.72866159,0.0795,-0.022411793,0.0040695,0.0242,0.000459898,-3.1525243,-3.157129152,-2.411331068,0.0367,0.0128,0.0428
198505,0.086294243,0.696892984,0.0748,-0.025480931,0.0037418,0.0896,0.000833861,-3.201702841,-3.149061959,-2.480222307,0.0314,0.0143,0.0424
198506,0.045820754,0.686430144,0.0695,-0.026607514,0.0031075,0.0142,0.000741523,-3.210312129,-3.198251154,-2.508802082,0.036,0.0146,0.0399
198507,0.029148764,0.68032209,0.0708,-0.024638663,0.0015501,-0.018,0.000718633,-3.201155848,-3.206015173,-2.512092468,0.0383,0.0146,0.0389
198508,0.022535597,0.687176258,0.0714,-0.024227473,0.0021662,0.0259,0.000629705,-3.184808928,-3.196875996,-2.508235563,0.0354,0.0145,0.0391
198509,0.00089884,0.68995883,0.071,-0.031294354,0.0030864,-0.0021,0.000865848,-3.145207317,-3.18054859,-2.481178984,0.0372,0.0141,0.0397
198510,0.076236744,0.667025635,0.0716,-0.027069342,0.0030769,0.0338,0.000911758,-3.184289648,-3.142659544,-2.536473925,0.0335,0.0134,0.0386
198511,0.09523601,0.622703158,0.0724,-0.027715873,0.0033737,0.0401,0.000943072,-3.244781024,-3.181748351,-2.613354005,0.0287,0.0144,0.0331
198512,0.074867716,0.592692688,0.071,-0.019465082,0.0024465,0.0541,0.001230101,-3.286321509,-3.242246168,-2.671478042,0.0246,0.0142,0.0306
198601,0.033278074,0.5835174,0.0707,-0.019171777,0.0030497,-0.0025,0.001920144,-3.283634725,-3.281270993,-2.675897273,0.0251,0.0139,0.0298
198602,0.097728558,0.536376722,0.0706,-0.017914257,-0.0027443,0.1145,0.001089309,-3.347659121,-3.278609589,-2.747006539,0.0135,0.0144,0.0261
198603,0.079000198,0.519627628,0.0656,-0.016419622,-0.0045907,0.077,0.001373753,-3.394106632,-3.342659111,-2.800518045,0.011,0.015,0.0244
198604,0.014295649,0.529714459,0.0606,-0.024587848,-0.0021495,-0.008,0.002458975,-3.376537494,-3.390786713,-2.781918797,0.0176,0.014,0.0273
198605,0.076001451,0.503540771,0.0615,-0.021874884,0.0030694,-0.0505,0.001369939,-3.422238301,-3.373229799,-2.826589284,0.0233,0.012,0.0294
198606,0.040617037,0.499281457,0.0621,-0.012296128,0.0048915,0.0613,0.001596568,-3.432951224,-3.418940276,-2.836287751,0.0169,0.0121,0.0292
198607,-0.031426754,0.532301401,0.0583,-0.011289089,0.0003049,-0.0108,0.002415862,-3.367140963,-3.427616098,-2.772642933,0.0226,0.0128,0.0305
198608,0.096018835,0.497803344,0.0553,-0.009679809,0.0018276,0.0499,0.001260621,-3.430605549,-3.361832929,-2.838262642,0.021,0.0146,0.0319
198609,-0.058692274,0.534629267,0.0521,-0.005141773,0.0048573,-0.05,0.004207378,-3.336016019,-3.425326756,-2.745802168,0.0306,0.0131,0.0368
198610,0.082209467,0.503245802,0.0518,-0.008027472,0.000908128,0.0289,0.000990613,-3.387276772,-3.333992551,-2.807424082,0.0285,0.0138,0.0368
198611,0.049410392,0.493671085,0.0535,-0.002127366,0.000907304,0.0267,0.001730878,-3.406508387,-3.385258601,-2.83708851,0.0244,0.0139,0.0333
198612,0.000314926,0.498430866,0.0553,-0.011379026,0.000906481,-0.0018,0.001262324,-3.37579699,-3.404493072,-2.816871572,0.0236,0.0148,0.0296
198701,0.149088723,0.437897351,0.0543,-0.005843338,0.006314861,0.0161,0.002478285,-3.49716452,-3.373384444,-2.926477712,0.0235,0.0136,0.0293
198702,0.060454672,0.424911983,0.0559,-0.004508519,0.003590668,0.0202,0.001412264,-3.531015961,-3.49475778,-2.948766768,0.0204,0.0127,0.0279
198703,0.04957925,0.428040214,0.0559,-0.002219952,0.00447028,-0.0223,0.001971102,-3.554662661,-3.528614999,-2.961031133,0.0236,0.0125,0.0277
198704,0.012497854,0.431471859,0.0564,0.004493005,0.005338091,-0.0473,0.004193838,-3.535977994,-3.547494171,-2.96464204,0.0295,0.0119,0.0321
198705,0.030044551,0.430490886,0.0566,0.006940958,0.003542962,-0.0105,0.002489211,-3.534876518,-3.528860526,-2.986010637,0.0314,0.0118,0.0367
198706,0.069717776,0.407892397,0.0567,0.005202462,0.003530454,0.0098,0.001070387,-3.574611361,-3.52780935,-3.04841157,0.031,0.012,0.0365
198707,0.068883743,0.383543216,0.0569,0.001882197,0.002639685,-0.0178,0.000818162,-3.616245611,-3.569148609,-3.062763491,0.0338,0.0119,0.0373
198708,0.055109981,0.37045382,0.0604,0.001997436,0.005258557,-0.0165,0.001776142,-3.645175407,-3.6108137,-3.065418446,0.0332,0.0113,0.0363
198709,-0.003243342,0.379966722,0.064,0.006350332,0.005231049,-0.0369,0.002534827,-3.615308733,-3.639771688,-3.01022324,0.0352,0.0113,0.0378
198710,-0.216528928,0.494850843,0.0613,0.01047774,0.002605299,0.0623,0.070945104,-3.364123616,-3.609551665,-2.730905619,0.0313,0.011,0.0439
198711,-0.056622507,0.538027324,0.0569,0.00989844,0.000866927,0.0037,0.00678551,-3.269186902,-3.358399502,-2.608920302,0.0362,0.0122,0.0432
198712,0.100556524,0.508812016,0.0577,0.013274756,0,0.0165,0.006852202,-3.333824731,-3.263495367,-2.64751129,0.0343,0.0118,0.0434
198801,0.068666757,0.503773835,0.0581,0.008422745,0.00259628,0.0666,0.009157585,-3.368177574,-3.328541323,-2.666600093,0.0271,0.0119,0.0407
198802,0.06895311,0.476197372,0.0566,0.008792264,0.002589557,0.0052,0.001967352,-3.403889749,-3.362923057,-2.687427561,0.0288,0.0122,0.0374
198803,-0.004675326,0.507529954,0.057,0.00608003,0.004301082,-0.0307,0.001659188,-3.364749729,-3.398661581,-2.633779459,0.0331,0.0118,0.0369
198804,0.038475459,0.49647449,0.0591,0.005063672,0.005136998,-0.016,0.003459579,-3.363756138,-3.354375423,-2.589404431,0.0338,0.0123,0.0376
198805,0.03221229,0.496770255,0.0626,0.001347305,0.003410063,-0.0102,0.002555748,-3.356659383,-3.353488355,-2.541562578,0.0326,0.0114,0.0364
198806,0.070154041,0.471118872,0.0646,-0.005397921,0.004246291,0.0368,0.002361332,-3.388842573,-3.346495956,-2.535372806,0.0271,0.0114,0.034
198807,0.022606554,0.473991535,0.0673,-0.002823128,0.004228336,-0.017,0.001910623,-3.375144604,-3.380570633,-2.513773096,0.0274,0.0115,0.0323
198808,-0.009996873,0.496640662,0.0706,-0.006239752,0.004210533,0.0058,0.001390326,-3.327575696,-3.366940527,-2.458492013,0.0244,0.011,0.0305
198809,0.067126433,0.477540454,0.0724,-0.004619745,0.006700193,0.0345,0.001192751,-3.358398746,-3.319438379,-2.481785491,0.0193,0.0108,0.0258
198810,0.053168278,0.469597189,0.0735,-0.010566578,0.003333336,0.0308,0.00163151,-3.374563095,-3.348929975,-2.492571177,0.0154,0.009,0.0216
198811,0.009076674,0.47717911,0.0776,-0.007870985,0.000831601,-0.0196,0.001348001,-3.346111507,-3.365183141,-2.458869335,0.0147,0.0103,0.0169
198812,0.042291316,0.465283574,0.0807,-0.021511533,0.00166113,0.011,0.000628121,-3.351399516,-3.33681872,-2.459030881,0.0111,0.0108,0.015
198901,0.094265153,0.430769494,0.0827,-0.022460183,0.004966898,0.0203,0.000964584,-3.411571374,-3.342871407,-2.510890983,0.0076,0.0103,0.0135
198902,-0.002792295,0.446778457,0.0853,-0.024925523,0.004120319,-0.0179,0.00117607,-3.373744142,-3.403115379,-2.46495877,0.0082,0.0097,0.0111
198903,0.046527711,0.468691414,0.0882,-0.023202344,0.005740073,0.0122,0.001286451,-3.385951491,-3.365359051,-2.469260038,0.0047,0.0087,0.0098
198904,0.07372355,0.444435257,0.0865,-0.022897848,0.006519991,0.0159,0.00095561,-3.424195913,-3.375320162,-2.514669581,0.0053,0.0082,0.0114
198905,0.058816605,0.433441526,0.0843,-0.02812971,0.005670327,0.0401,0.001073057,-3.448210765,-3.413676421,-2.545749691,0.0035,0.0089,0.0114
198906,0.017130559,0.440562937,0.0815,-0.024030797,0.002420332,0.055,0.001429537,-3.429844592,-3.437800782,-2.534351157,0.0006,0.0093,0.0095
198907,0.107788436,0.404035089,0.0788,-0.028613105,0.002414488,0.0238,0.001018823,-3.502623079,-3.417941605,-2.639461942,0.0013,0.0094,0.0105
198908,0.038381708,0.39272706,0.079,-0.024897733,0.001606426,-0.0259,0.001380458,-3.506257599,-3.490860108,-2.67571482,0.0051,0.0092,0.0106
198909,0.017078119,0.39920975,0.0775,-0.030195378,0.003205131,0.0019,0.000550205,-3.488065564,-3.494631388,-2.690448611,0.0072,0.009,0.0126
198910,-0.000635828,0.406414929,0.0764,-0.02433982,0.004788517,0.0379,0.00563595,-3.450766436,-3.476264185,-2.676555861,0.0046,0.0089,0.0128
198911,0.041080774,0.397225702,0.0769,-0.027022111,0.002385687,0.0078,0.000844816,-3.455508699,-3.439102707,-2.704703111,0.0039,0.0092,0.012
198912,0.045621162,0.390454744,0.0763,-0.012323107,0.001587302,-0.0006,0.000923443,-3.465170132,-3.443979445,-2.737774552,0.0053,0.0096,0.0123
199001,-0.044374759,0.414971396,0.0764,-0.013791937,0.0102565,-0.0343,0.002892101,-3.385758648,-3.457058325,-2.684119796,0.0101,0.0095,0.0135
199002,0.035329358,0.40917309,0.0774,-0.011625709,0.004698521,-0.0025,0.001008572,-3.38621482,-3.377712114,-2.710584368,0.0102,0.0092,0.0148
199003,0.050139768,0.471333956,0.079,-0.010275461,0.005453851,-0.0044,0.001032254,-3.402198059,-3.378232516,-2.752840316,0.0099,0.0084,0.0147
199004,0.000248634,0.480284256,0.0777,-0.010132826,0.001552795,-0.0202,0.000966789,-3.364980898,-3.392236066,-2.731911841,0.0147,0.0084,0.0169
199005,0.113015528,0.443569974,0.0774,-0.001961175,0.002324681,0.0415,0.001361474,-3.44311808,-3.355117168,-2.826279728,0.0109,0.0094,0.0173
199006,0.016681225,0.442949432,0.0773,-0.00047416,0.005403332,0.023,0.001350807,-3.42442467,-3.433350694,-2.823761478,0.0091,0.0096,0.0153
199007,0.020781703,0.439212447,0.0762,0.004918902,0.003841726,0.0107,0.001298437,-3.414339661,-3.419576521,-2.811026925,0.0098,0.0096,0.0162
199008,-0.069421824,0.488073563,0.0745,0.001463562,0.009160369,-0.0419,0.005827787,-3.310452078,-3.409514903,-2.704522206,0.0175,0.01,0.0196
199009,-0.020748546,0.520289666,0.0736,0.001377657,0.008323922,0.0117,0.001984821,-3.253109809,-3.305650487,-2.644594606,0.0178,0.0108,0.022
199010,0.025754978,0.522451921,0.0717,-0.000465853,0.006010537,0.0215,0.004492789,-3.239089721,-3.245810507,-2.644025792,0.0181,0.0121,0.0236
199011,0.088898397,0.498505655,0.0706,0.000914452,0.00224467,0.0402,0.002439904,-3.290050153,-3.231843312,-2.708422687,0.0152,0.0132,0.0224
199012,0.054865551,0.48449686,0.0674,-0.001841458,0,0.0187,0.000794597,-3.307380434,-3.282855877,-2.739175853,0.017,0.0138,0.0231
199101,0.070063202,0.4663078,0.0622,0.000636271,0.00596127,0.013,0.003193592,-3.347508216,-3.306829166,-2.786122551,0.0215,0.0141,0.0282
199102,0.092605296,0.442720441,0.0594,0.001167292,0.001484781,0.003,0.002431299,-3.412071669,-3.346957252,-2.857544147,0.0247,0.0124,0.0289
199103,0.048799477,0.4571256,0.0591,0.003250651,0.00148258,0.0038,0.001375058,-3.433480963,-3.411521008,-2.885851315,0.0253,0.0116,0.0302
199104,0.027426175,0.461239599,0.0565,0.005729414,0.001480385,0.014,0.002072789,-3.432726954,-3.43238055,-2.910854515,0.0272,0.0108,0.0321
199105,0.063960242,0.439966969,0.0546,0.006787844,0.002954212,0,0.001585206,-3.469479573,-3.43162775,-2.973986495,0.0299,0.01,0.034
199106,-0.021508352,0.458243743,0.0557,0.014070799,0.00294551,-0.0063,0.001179879,-3.419304067,-3.468381577,-2.950844839,0.0303,0.0095,0.0344
199107,0.070189644,0.440356782,0.0558,0.014665966,0.001469508,0.0157,0.001105341,-3.459626175,-3.415743882,-3.022412368,0.0292,0.0089,0.0342
199108,0.045492651,0.437639637,0.0533,0.017176133,0.002932553,0.034,0.002037667,-3.475536872,-3.45607862,-3.070344206,0.0285,0.009,0.0342
199109,0.007490705,0.441531837,0.0522,0.022991536,0.004382768,0.0303,0.00047469,-3.452672527,-3.472001858,-3.080323028,0.0268,0.009,0.0339
199110,0.038376214,0.434003454,0.0499,0.025248024,0.001456665,0.0054,0.001125638,-3.466636612,-3.454846441,-3.127331458,0.0292,0.0094,0.0356
199111,-0.016656416,0.46015449,0.0456,0.030414212,0.002906979,0.0082,0.002049026,-3.423893162,-3.468815262,-3.118913361,0.0333,0.0097,0.0392
199112,0.131228494,0.420344417,0.0407,0.031565402,0.000725426,0.0581,0.002049522,-3.531866074,-3.426076569,-3.262590064,0.0323,0.0095,0.0424
199201,0.006235398,0.413229679,0.038,0.031693008,0.001449276,-0.0324,0.000872455,-3.5084923,-3.528592749,-3.237908182,0.0396,0.0093,0.044
199202,0.035640532,0.407630525,0.0384,0.033311993,0.003614026,0.0051,0.000913236,-3.514749014,-3.505229654,-3.242867004,0.0393,0.0094,0.0445
199203,0.004621695,0.402106034,0.0404,0.041656305,0.005037794,-0.0094,0.00046976,-3.489423299,-3.511496979,-3.216253489,0.0393,0.009,0.0431
199204,0.053643875,0.387303472,0.0375,0.038421362,0.001434721,0.0016,0.001661052,-3.516934073,-3.489423299,-3.226212792,0.0428,0.0088,0.0458
199205,0.027168839,0.382998516,0.0363,0.037108728,0.001432665,0.0243,0.000690033,-3.51789758,-3.516934073,-3.209927577,0.0418,0.0085,0.0465
199206,0.009177812,0.392042354,0.0366,0.042985354,0.003572708,0.02,0.000752919,-3.500386295,-3.51789758,-3.175460049,0.0399,0.0083,0.0456
199207,0.064625299,0.3833487,0.0321,0.041407818,0.002137514,0.0398,0.000897481,-3.537112509,-3.498494147,-3.194908496,0.0405,0.0077,0.0486
199208,0.002533106,0.399405037,0.0313,0.042875303,0.00284293,0.0067,0.000369559,-3.510933754,-3.535223935,-3.151808983,0.0412,0.007,0.0482
199209,0.035863537,0.397656972,0.0291,0.041182302,0.002834871,0.0185,0.000872212,-3.518113153,-3.509048739,-3.142411334,0.0419,0.007,0.0501
199210,0.028876575,0.403251178,0.0286,0.040993432,0.003532324,-0.0198,0.000944149,-3.52048628,-3.518382224,-3.125299866,0.0455,0.0085,0.0513
199211,0.055508543,0.393626459,0.0313,0.037890481,0.001409444,0.001,0.0005081,-3.550568343,-3.520755422,-3.136259549,0.0435,0.0086,0.0497
199212,0.035390946,0.394109614,0.0322,0.038733124,-0.000704473,0.0246,0.00047154,-3.560894617,-3.550837558,-3.127812247,0.0404,0.0083,0.0476
199301,0.03241904,0.393048105,0.03,0.041658427,0.004920924,0.028,0.000348846,-3.565226985,-3.558205721,-3.121822658,0.0425,0.0076,0.0491
199302,0.035672805,0.385960197,0.0293,0.04063454,0.003500179,0.0354,0.001146872,-3.572974341,-3.562545299,-3.119407958,0.0405,0.0068,0.0478
199303,0.043322252,0.333613526,0.0295,0.037013462,0.00348797,0.0021,0.001004723,-3.588824462,-3.570299827,-3.125251723,0.0407,0.0057,0.0463
199304,-0.000150654,0.334349806,0.0287,0.039718948,0.002781643,0.0072,0.001004798,-3.562011283,-3.587756656,-3.108111819,0.0414,0.0068,0.0459
199305,0.047398573,0.324882422,0.0296,0.040162727,0.001387925,0.0047,0.000817304,-3.58340788,-3.560944616,-3.13925525,0.0405,0.0078,0.0447
199306,0.02560699,0.325931248,0.0307,0.041047893,0.001386002,0.0449,0.000573817,-3.583097302,-3.58234235,-3.148766374,0.0361,0.0074,0.0426
199307,0.019680535,0.323777031,0.0304,0.040900205,0,0.0191,0.000608962,-3.577756003,-3.583097302,-3.124972476,0.0352,0.0076,0.0413
199308,0.057985872,0.313864983,0.0302,0.040165971,0.002766254,0.0434,0.000281578,-3.611608461,-3.577756003,-3.140706673,0.0321,0.0075,0.0383
199309,0.014418892,0.322351822,0.0295,0.04174737,0.00206968,0.0005,0.000470665,-3.601570327,-3.611608461,-3.112872716,0.0332,0.0068,0.0371
199310,0.043142281,0.311362833,0.0302,0.040380917,0.004126553,0.0096,0.000314205,-3.619181447,-3.599974158,-3.108196346,0.0321,0.0064,0.0365
