yyyymm,equity_premium,b/m,tbl,ntis,infl,ltr,svar,dp,dy,ep,tms,dfy,dfr
200806,-0.069250181,0.274491388,0.0186,-0.048522482,0.010076997,0.022,0.003425177,-3.797300203,-3.887183753,-3.215561012,0.0274,0.0139,0.0382
200807,0.011171691,0.273815655,0.0163,-0.047896979,0.005251011,-0.0025,0.004465911,-3.785744704,-3.795653005,-3.241455743,0.0302,0.0149,0.0404
200808,0.03289061,0.269889246,0.0172,-0.047536997,-0.003991562,0.0242,0.003447891,-3.796217012,-3.784100215,-3.290705181,0.0277,0.0151,0.0392
200809,-0.071684993,0.287123548,0.0113,-0.050755314,-0.001383019,0.0112,0.023774695,-3.699394436,-3.794575222,-3.234089218,0.033,0.0166,0.0452
200810,-0.157001049,0.334099374,0.0067,-0.057628861,-0.010101333,-0.0383,0.058088493,-3.519167532,-3.704804018,-3.303848226,0.0411,0.026,0.0561
200811,-0.046606159,0.352867356,0.0019,-0.053626474,-0.019152895,0.1443,0.036257085,-3.44680819,-3.524606537,-3.569910271,0.0353,0.0309,0.0593
200812,0.03871002,0.354984225,0.0003,-0.024404512,-0.010342474,0.0967,0.020089947,-3.460068076,-3.45227694,-4.105981341,0.03,0.0338,0.0502
200901,-0.056306495,0.38939314,0.0013,-0.02553555,0.004352417,-0.1124,0.011971097,-3.383923597,-3.473473483,-4.214467234,0.0381,0.0309,0.0492
200902,-0.079807182,0.441103055,0.003,-0.025468361,0.004972933,-0.0056,0.009961162,-3.28105461,-3.397511154,-4.345198512,0.0371,0.0281,0.0497
200903,0.115364525,0.296528285,0.0021,-0.037944455,0.002431749,0.0641,0.020364428,-3.37678207,-3.294829334,-4.756238235,0.0334,0.0292,0.0529
200904,0.11977079,0.276227578,0.0016,-0.031475053,0.002496368,-0.0649,0.007551066,-3.487066811,-3.397294596,-4.814914905,0.0394,0.03,0.0523
200905,0.079619988,0.265432048,0.0018,-0.024943672,0.002888764,-0.0248,0.006381091,-3.559729486,-3.508008928,-4.836477761,0.0414,0.0252,0.0536
200906,0.02750441,0.267107849,0.0018,-0.022698421,0.008589892,0.0083,0.003472523,-3.58131539,-3.581119574,-4.807398801,0.0411,0.0189,0.0543
200907,0.096401862,0.246004791,0.0018,-0.015047585,-0.001585587,0.0019,0.003771153,-3.675143731,-3.603621754,-4.677403086,0.0412,0.0168,0.0523
200908,0.056554506,0.23759409,0.0017,-0.00864374,0.00224285,0.0231,0.002177735,-3.730968366,-3.697959044,-4.542772361,0.0398,0.0132,0.0509
200909,0.057357104,0.232310024,0.0012,-0.000343888,0.000625481,0.0176,0.001912658,-3.789416499,-3.754316395,-4.434342134,0.0391,0.0118,0.0501
200910,0.002315171,0.232299261,0.0007,0.002742292,0.000963101,-0.0171,0.003898019,-3.790485867,-3.810445733,-3.710527074,0.0413,0.0114,0.0508
200911,0.076427269,0.218104872,0.0005,0.007419473,0.000707753,0.0208,0.002001332,-3.867745862,-3.811966847,-3.357296973,0.0401,0.0113,0.0514
200912,0.037468075,0.216364517,0.0005,0.010467795,-0.001761198,-0.0584,0.000933454,-3.907312969,-3.889698422,-3.085462142,0.0453,0.0111,0.0521
201001,-0.017225665,0.22411702,0.0006,0.013343713,0.003417474,0.0264,0.001991705,-3.877088696,-3.914763837,-2.984684177,0.0435,0.0099,0.052
201002,0.047812234,0.218518468,0.0011,0.013841062,0.000249207,0.0032,0.002373256,-3.91271024,-3.884595496,-2.953442805,0.043,0.0099,0.0524
201003,0.0755686,0.38187817,0.0015,0.025750165,0.004106284,-0.0179,0.000633437,-3.97740658,-3.920273819,-2.954546065,0.0443,0.01,0.0512
201004,0.032848424,0.376606129,0.0016,0.026677525,0.001736885,0.0304,0.001793867,-3.990021322,-3.975369854,-2.936000134,0.0421,0.0096,0.0513
201005,-0.06567391,0.409002795,0.0016,0.025765426,0.000775197,0.0437,0.008107791,-3.902457082,-3.987988735,-2.81833783,0.0391,0.0109,0.048
201006,-0.034328301,0.424176542,0.0012,0.018839292,-0.000976267,0.0446,0.005591726,-3.845040238,-3.900428618,-2.73181912,0.0364,0.0135,0.0476
201007,0.086287295,0.396133553,0.0016,0.016217683,0.000211043,0.0024,0.003348826,-3.906823192,-3.840307408,-2.774963848,0.0361,0.0129,0.0456
201008,-0.027761472,0.413981619,0.0016,0.011604339,0.001380664,0.0702,0.002704607,-3.853500853,-3.902112656,-2.703514744,0.0311,0.0117,0.0433
201009,0.103203968,0.384305783,0.0015,0.003683572,0.000581736,-0.0153,0.002337192,-3.932740878,-3.848812403,-2.765115838,0.0326,0.0113,0.0438
201010,0.054905366,0.372887286,0.0013,0.007555326,0.001245199,-0.0317,0.001080044,-3.963372939,-3.927179939,-2.776161515,0.0354,0.0104,0.0455
201011,0.016557543,0.376694754,0.0014,0.014758102,0.000420646,-0.0137,0.001737916,-3.955549844,-3.957842753,-2.749338189,0.0366,0.0105,0.0473
201012,0.081052,0.358100317,0.0014,0.012616357,0.001718441,-0.0388,0.00083212,-4.01330659,-3.950050073,-2.788651651,0.04,0.0108,0.0488
201101,0.039965453,0.348632224,0.0015,0.015449375,0.00476323,-0.0196,0.00086324,-4.025471956,-4.003078971,-2.794123325,0.0417,0.0105,0.0489
201102,0.048675413,0.339096574,0.0013,0.015728688,0.004931365,0.0113,0.001065549,-4.046804479,-4.015347884,-2.808940181,0.0413,0.0093,0.0509
201103,0.016387173,0.354269939,0.001,0.013089885,0.009751072,-0.0006,0.002347269,-4.035734025,-4.036781876,-2.791524947,0.0419,0.009,0.0503
201104,0.04530269,0.340696801,0.0006,0.009403952,0.00643943,0.0199,0.000636542,-4.05096821,-4.022871294,-2.809181738,0.041,0.0086,0.051
201105,0.004085209,0.347222189,0.0004,0.009160996,0.004704188,0.0355,0.000934191,-4.024675935,-4.038268829,-2.785256589,0.0387,0.0082,0.0492
201106,-0.000196148,0.351570039,0.0004,0.011753931,-0.001070967,-0.0127,0.002294749,-3.993709575,-4.012135809,-2.756603766,0.04,0.0076,0.0495
201107,-0.002868552,0.359418903,0.0004,0.01243985,0.000886046,0.0526,0.001830759,-3.960563642,-3.982272009,-2.722610765,0.0362,0.0083,0.0489
201108,-0.038260793,0.375812522,0.0002,0.012776159,0.002757589,0.072,0.019222199,-3.890787924,-3.949255416,-2.652007723,0.0312,0.0099,0.0435
201109,-0.052463411,0.399922847,0.0001,0.013339599,0.001518462,0.0684,0.006915736,-3.805139018,-3.879606146,-2.565550553,0.0264,0.0118,0.0408
201110,0.122506797,0.365077905,0.0002,0.008045422,-0.002062683,-0.0274,0.007400881,-3.891112285,-3.788805694,-2.66797212,0.0286,0.0139,0.0396
201111,0.015564609,0.362329898,0.0001,-0.004228619,-0.000843561,0.0253,0.007679543,-3.869969973,-3.875041457,-2.663015625,0.027,0.0127,0.0386
201112,0.029282753,0.357232541,0.0001,-0.006404872,-0.002466516,0.0324,0.002764065,-3.86264989,-3.854153336,-2.671627181,0.0247,0.0132,0.0392
201201,0.06280071,0.345487303,0.0003,-0.013092908,0.004400191,0.0002,0.000648156,-3.893671789,-3.85101179,-2.708210225,0.0246,0.0138,0.0382
201202,0.059321161,0.336973935,0.0009,-0.014172167,0.004402974,-0.0235,0.000623691,-3.921954909,-3.882167577,-2.741957308,0.026,0.0129,0.0376
201203,0.050019064,0.346181967,0.0008,-0.013772024,0.007594559,-0.0247,0.001155302,-3.941433076,-3.91058154,-2.766804861,0.0282,0.0124,0.0391
201204,0.012011814,0.346140311,0.0008,-0.01237678,0.00302103,0.0418,0.001627534,-3.92219202,-3.929717765,-2.761616006,0.0253,0.0123,0.0388
201205,-0.043632439,0.36904736,0.0009,-0.01605908,-0.001173479,0.0575,0.001496093,-3.845913119,-3.91061237,-2.699259119,0.021,0.0127,0.0371
201206,0.059294997,0.355103885,0.0009,-0.019813767,-0.001466397,-0.0059,0.003437258,-3.873258685,-3.834466024,-2.740399644,0.0216,0.0138,0.0355
201207,0.033060229,0.351593705,0.001,-0.021112521,-0.001629786,0.027,0.001552866,-3.870940047,-3.858421098,-2.758316819,0.0196,0.0147,0.033
201208,0.040011082,0.349387052,0.001,-0.02060696,0.005565158,-0.0136,0.000727126,-3.87589,-3.856319398,-2.783314947,0.0208,0.0143,0.0338
201209,0.044186363,0.340382954,0.0011,-0.018404834,0.004462212,-0.0084,0.001044683,-3.885427096,-3.861480039,-2.812719148,0.0215,0.0135,0.0338
201210,0.001049063,0.349237122,0.001,-0.016577054,-0.000388925,-0.0113,0.000925526,-3.846945119,-3.866932955,-2.792692777,0.0226,0.0111,0.0337
201211,0.024210381,0.351137531,0.0009,-0.012841165,-0.004738087,0.0238,0.001902651,-3.83162947,-3.828786811,-2.795496903,0.021,0.0101,0.0341
201212,0.028657974,0.349032443,0.0007,-0.012356782,-0.002693065,-0.0261,0.001035712,-3.82083846,-3.813795013,-2.802501818,0.0234,0.0098,0.0358
